XYZ (105953 points)
121.900 28.497 106.577
121.911 28.481 16.775
121.920 28.464 16.418
121.928 28.448 18.223
121.935 28.432 24.776
121.942 28.415 22.652
121.947 28.398 20.185
121.951 28.380 19.560
121.954 28.362 21.280
121.971 28.353 24.801
121.972 28.335 26.180
121.972 28.316 25.867
121.972 28.297 25.643
121.970 28.278 26.464
121.967 28.259 27.865
121.962 28.240 29.393
121.957 28.222 29.619
121.951 28.204 29.983
121.944 28.186 30.851
121.936 28.169 32.143
121.949 28.158 33.764
121.940 28.141 34.000
121.930 28.125 34.315
121.919 28.109 34.219
121.907 28.093 32.742
121.895 28.079 32.364
121.885 28.065 30.928
121.871 28.051 29.107
121.855 28.038 31.157
121.840 28.027 33.000
121.825 28.016 32.054
121.809 28.006 29.855
121.803 27.984 31.966
121.797 27.964 34.030
121.790 27.943 34.370
121.773 27.937 34.066
121.755 27.931 33.317
121.738 27.926 32.531
121.730 27.909 32.265
121.724 27.892 31.570
121.717 27.875 30.733
121.708 27.858 31.609
121.699 27.842 33.386
121.690 27.826 34.548
121.695 27.810 35.030
121.679 27.794 32.911
121.667 27.779 34.480
121.660 27.763 36.464
121.654 27.747 37.877
121.646 27.732 37.361
121.637 27.716 37.960
121.629 27.700 37.459
121.622 27.684 37.729
121.613 27.667 37.915
121.599 27.650 37.874
121.595 27.631 38.851
121.589 27.612 40.128
121.580 27.593 41.245
121.564 27.585 38.841
121.563 27.568 39.644
121.548 27.559 39.091
121.530 27.551 39.281
121.533 27.534 41.468
121.515 27.525 40.536
121.497 27.517 41.435
121.494 27.497 42.813
121.487 27.476 41.156
121.485 27.457 41.245
121.485 27.439 42.052
121.479 27.418 44.453
121.476 27.399 45.646
121.474 27.380 46.157
121.454 27.374 44.000
121.433 27.370 44.000
121.429 27.351 43.491
121.420 27.332 44.192
121.399 27.329 44.089
121.379 27.327 43.628
121.371 27.309 44.000
121.365 27.291 44.478
121.355 27.274 45.282
121.350 27.256 44.978
121.330 27.257 43.476
121.323 27.240 45.248
121.330 27.222 46.853
121.323 27.204 46.626
121.319 27.185 47.189
121.309 27.172 48.376
121.291 27.166 47.081
121.288 27.146 47.519
121.270 27.136 47.035
121.269 27.115 48.279
121.270 27.094 50.087
121.252 27.083 48.879
121.252 27.062 50.476
121.251 27.041 53.562
121.249 27.020 54.129
121.247 26.999 53.487
121.227 26.992 55.217
121.224 26.971 56.241
121.219 26.950 57.298
121.214 26.930 60.074
121.207 26.909 61.848
121.200 26.889 59.078
121.193 26.869 56.889
121.173 26.868 55.466
121.164 26.849 57.975
121.144 26.851 54.294
121.125 26.852 53.000
121.115 26.834 53.315
121.104 26.816 56.273
121.093 26.798 60.003
121.081 26.781 62.080
121.068 26.765 62.952
121.055 26.749 61.842
121.062 26.730 64.280
121.066 26.708 62.975
121.065 26.687 61.129
121.051 26.674 60.137
121.034 26.662 64.804
121.037 26.645 67.478
121.020 26.633 69.130
121.022 26.613 66.392
121.025 26.593 64.424
121.028 26.573 64.088
121.010 26.561 65.208
121.011 26.539 66.335
120.993 26.527 64.402
120.997 26.507 67.566
121.004 26.488 69.000
121.008 26.469 69.313
121.007 26.445 70.828
120.988 26.432 69.683
120.986 26.407 70.063
120.983 26.381 71.889
120.979 26.355 72.000
120.975 26.328 72.125
120.972 26.302 75.025
120.954 26.288 73.657
120.951 26.262 73.573
120.949 26.236 75.323
120.945 26.208 76.121
120.943 26.181 76.000
120.943 26.156 77.018
120.923 26.143 74.519
120.924 26.118 77.551
120.926 26.095 78.000
120.923 26.069 77.032
120.916 26.040 76.801
120.895 26.028 78.000
120.890 26.001 78.243
120.890 25.978 78.363
120.886 25.952 76.845
120.880 25.926 76.979
120.877 25.901 76.624
120.873 25.875 76.944
120.869 25.849 78.788
120.863 25.822 78.820
120.860 25.797 76.972
120.864 25.774 79.782
120.866 25.751 80.704
120.863 25.725 85.343
120.856 25.696 85.697
120.851 25.669 79.932
120.850 25.642 79.788
120.853 25.619 79.299
120.855 25.595 80.712
120.856 25.569 80.188
120.854 25.541 77.958
120.849 25.511 76.337
120.845 25.482 76.674
120.841 25.451 80.263
120.838 25.421 72.435
120.840 25.394 70.564
120.820 25.377 74.151
120.827 25.354 88.716
120.839 25.334 92.093
120.820 25.316 90.718
120.833 25.297 85.408
120.846 25.278 95.773
120.858 25.258 88.870
120.869 25.237 87.342
120.880 25.215 85.720
120.892 25.194 84.224
120.902 25.172 85.726
120.913 25.149 81.517
120.925 25.127 84.282
120.936 25.106 80.394
120.947 25.087 83.509
120.969 25.075 80.201
120.980 25.055 72.703
120.998 25.039 36.662
121.021 25.032 17.317
121.038 25.011 8.679
120.360 24.018 2.394
120.351 24.042 0.714
120.340 24.063 6.686
120.326 24.080 14.857
120.311 24.097 16.912
120.299 24.118 43.482
120.288 24.140 46.319
120.272 24.155 48.000
120.254 24.168 47.951
120.237 24.184 47.769
120.223 24.202 41.457
120.209 24.221 38.319
120.195 24.241 35.741
120.183 24.262 37.426
120.171 24.284 42.498
120.160 24.307 43.672
120.149 24.330 49.585
120.125 24.336 48.699
120.101 24.341 45.584
120.089 24.364 48.328
120.062 24.366 37.722
120.037 24.369 42.093
120.013 24.374 47.230
119.991 24.381 47.730
119.967 24.386 50.520
119.943 24.389 55.562
119.918 24.392 63.200
119.894 24.394 66.259
119.873 24.402 65.645
119.854 24.411 69.946
119.839 24.394 61.971
119.817 24.394 56.424
119.798 24.403 55.520
119.784 24.387 52.301
119.766 24.392 49.556
119.745 24.396 43.822
119.732 24.377 47.052
119.708 24.376 48.277
119.685 24.376 48.396
119.661 24.376 53.589
119.639 24.376 50.544
119.616 24.376 48.632
119.596 24.381 53.939
119.576 24.385 53.598
119.552 24.382 45.275
119.526 24.375 43.867
119.502 24.372 54.106
119.481 24.372 63.147
119.461 24.374 72.266
119.438 24.373 78.478
119.417 24.373 82.566
119.399 24.379 83.090
119.380 24.383 76.188
119.368 24.367 76.921
119.350 24.372 69.217
119.334 24.378 65.623
119.322 24.362 68.073
119.305 24.368 62.181
119.285 24.371 64.000
119.274 24.356 63.917
119.262 24.341 64.025
119.243 24.345 62.624
119.231 24.330 62.798
119.218 24.315 65.507
119.196 24.307 64.615
119.188 24.290 62.320
119.168 24.282 62.937
119.150 24.281 65.725
119.134 24.285 63.128
119.117 24.286 59.219
119.106 24.299 56.981
119.089 24.299 57.169
119.073 24.300 58.469
119.058 24.304 58.122
119.049 24.289 58.313
119.039 24.274 60.835
119.025 24.280 61.413
119.009 24.282 62.190
118.999 24.269 59.746
118.988 24.255 55.937
118.976 24.242 52.529
118.964 24.230 52.458
118.952 24.218 55.228
118.933 24.221 52.844
118.920 24.210 52.876
118.907 24.199 53.022
118.893 24.189 53.557
118.878 24.180 52.144
118.864 24.171 48.780
118.849 24.163 47.000
118.834 24.155 49.062
118.818 24.148 52.092
118.803 24.142 52.766
118.787 24.136 51.747
118.771 24.131 51.714
118.756 24.124 52.500
118.742 24.116 52.197
118.729 24.106 53.201
118.717 24.095 58.103
118.704 24.085 58.282
118.690 24.076 54.213
118.676 24.067 49.561
118.662 24.058 45.710
118.648 24.051 45.117
118.633 24.044 45.312
118.618 24.038 45.686
118.617 24.022 46.752
118.601 24.017 45.132
118.585 24.013 41.796
118.570 24.009 37.109
118.554 24.006 34.386
118.538 24.003 35.502
118.522 24.001 36.849
118.506 24.000 37.394
118.501 23.986 36.274
118.485 23.986 36.150
118.470 23.985 36.475
118.461 23.971 39.675
118.447 23.971 41.597
118.432 23.965 42.443
118.435 23.950 43.177
118.422 23.941 43.424
118.410 23.930 44.489
118.398 23.920 46.565
118.386 23.911 46.838
118.373 23.902 45.821
118.360 23.893 45.923
118.346 23.885 45.862
118.332 23.878 47.449
118.318 23.872 48.692
118.304 23.866 49.027
118.289 23.861 48.956
118.275 23.856 49.578
118.260 23.853 48.642
118.246 23.849 47.166
118.231 23.847 46.644
118.217 23.845 46.468
118.202 23.843 45.937
118.188 23.842 43.587
118.174 23.842 39.668
118.160 23.841 37.214
118.146 23.841 34.492
118.133 23.840 29.583
118.120 23.839 26.324
118.106 23.839 25.636
118.102 23.827 29.557
118.100 23.816 34.659
118.087 23.815 32.751
118.074 23.812 31.266
118.063 23.806 31.310
118.051 23.800 34.990
118.041 23.793 37.007
118.030 23.787 37.708
118.026 23.774 37.759
118.013 23.771 37.950
118.008 23.760 40.900
118.002 23.748 44.247
117.995 23.737 44.066
117.988 23.727 40.311
117.975 23.727 41.875
117.962 23.728 40.292
117.955 23.718 38.137
117.941 23.717 36.196
117.929 23.714 34.362
117.918 23.709 32.703
117.907 23.703 32.152
117.897 23.705 33.508
117.887 23.697 36.848
117.876 23.694 38.208
117.866 23.691 36.593
117.864 23.680 32.696
117.853 23.675 29.077
117.842 23.671 24.869
117.839 23.660 22.291
117.835 23.648 22.000
117.831 23.637 22.099
117.826 23.626 24.936
117.815 23.626 25.741
117.804 23.626 26.850
117.791 23.624 30.540
117.779 23.622 34.639
117.772 23.613 35.722
117.765 23.603 36.298
117.758 23.594 36.913
117.745 23.595 37.708
117.737 23.587 37.285
117.730 23.579 35.367
117.720 23.573 32.121
117.711 23.566 29.953
117.701 23.560 30.321
117.691 23.555 26.608
117.683 23.562 24.537
117.672 23.558 17.945
117.666 23.550 14.980
117.654 23.550 16.003
117.643 23.549 24.878
117.638 23.539 29.207
117.632 23.529 31.212
117.619 23.525 32.951
117.606 23.521 31.134
117.594 23.518 29.755
117.583 23.518 27.324
117.573 23.519 23.969
117.569 23.509 25.138
117.565 23.498 25.359
117.554 23.498 24.945
117.549 23.488 26.898
117.542 23.478 29.408
117.536 23.469 30.500
117.523 23.469 33.286
117.515 23.461 33.449
117.507 23.453 35.848
117.498 23.446 38.892
117.488 23.439 42.138
117.478 23.434 42.805
117.469 23.428 41.832
117.459 23.424 38.711
117.448 23.420 33.673
117.437 23.417 29.919
117.425 23.414 27.802
117.413 23.412 26.567
117.400 23.410 25.868
117.389 23.411 26.317
117.379 23.408 27.517
117.367 23.408 30.351
117.361 23.417 31.253
117.349 23.416 31.918
117.338 23.415 30.424
117.326 23.414 26.711
117.315 23.414 26.254
117.306 23.406 27.072
117.301 23.396 28.333
117.293 23.390 28.650
117.283 23.394 27.156
117.273 23.388 22.850
117.264 23.392 22.185
117.255 23.387 18.389
117.245 23.389 22.937
117.235 23.388 24.331
117.225 23.388 24.983
117.222 23.377 23.228
117.212 23.375 24.009
117.208 23.365 20.717
117.202 23.355 19.788
117.196 23.345 21.909
117.187 23.336 23.924
117.179 23.328 20.076
117.170 23.322 20.820
117.160 23.316 23.130
117.149 23.311 21.193
117.139 23.308 22.935
117.127 23.305 18.380
117.116 23.304 12.663
117.104 23.303 14.640
117.093 23.302 20.419
117.081 23.301 19.316
117.070 23.300 18.943
117.058 23.298 18.041
117.046 23.297 17.283
117.035 23.297 17.548
117.023 23.298 17.204
117.011 23.299 16.812
116.999 23.301 16.750
116.987 23.302 17.243
116.975 23.304 16.917
116.963 23.305 16.437
116.951 23.308 16.000
116.941 23.299 16.612
116.929 23.303 16.073
116.916 23.307 15.140
116.909 23.294 15.954
116.901 23.284 16.116
116.888 23.287 14.688
116.877 23.291 13.354
116.865 23.295 12.322
116.856 23.286 12.154
116.844 23.289 10.524
116.832 23.294 9.240
116.822 23.286 9.133
116.809 23.290 7.498
116.795 23.292 5.207
116.782 23.292 4.379
116.770 23.291 5.979
116.757 23.290 28.413
116.746 23.287 108.339
116.735 23.283 57.057
116.725 23.279 7.541
116.710 23.279 2.954
116.694 23.279 2.721
116.581 23.235 1.445
116.566 23.230 1.196
116.552 23.230 1.811
116.552 23.219 1.452
116.550 23.208 1.318
121.791 29.225 6.327
121.778 29.225 25.982
121.770 29.212 20.881
121.763 29.200 14.008
121.762 29.185 12.014
121.751 29.176 0.671
121.747 29.159 2.156
121.805 29.254 2.337
121.790 29.254 3.939
121.785 29.239 4.485
121.821 29.254 1.658
121.743 29.143 8.713
121.741 29.129 7.594
121.736 29.114 5.166
121.729 29.101 2.850
121.729 29.089 3.413
121.721 29.079 5.429
121.730 29.067 3.406
121.745 29.066 6.222
121.752 29.052 10.183
121.757 29.039 10.022
121.748 29.027 8.000
121.750 29.012 7.235
121.754 28.999 13.338
121.760 28.986 28.027
121.765 28.972 4.198
121.769 28.959 4.866
121.770 28.945 2.824
121.771 28.932 4.170
121.766 28.919 13.039
121.761 28.906 19.452
121.769 28.896 10.712
121.775 28.883 10.050
121.766 28.872 2.843
121.770 28.860 1.000
121.765 28.848 1.000
121.775 28.838 1.239
121.775 28.824 2.140
121.775 28.810 1.479
121.787 28.805 3.133
121.785 28.790 2.791
121.797 28.784 4.944
121.808 28.773 8.611
121.804 28.758 13.126
121.800 28.744 6.381
121.809 28.731 8.475
121.818 28.717 9.493
121.828 28.704 7.629
121.836 28.690 6.174
121.844 28.673 5.169
121.852 28.658 6.791
121.862 28.646 10.695
121.870 28.633 10.000
121.861 28.619 8.598
121.852 28.605 8.727
121.843 28.592 10.071
121.847 28.576 12.125
121.853 28.562 12.779
121.860 28.549 13.170
121.868 28.535 12.567
121.879 28.522 7.753
121.873 28.509 11.043
121.883 28.495 40.968
121.893 28.482 30.293
121.902 28.467 14.773
121.910 28.452 16.873
121.917 28.436 12.258
121.924 28.420 25.217
121.929 28.403 22.773
121.934 28.386 21.110
121.937 28.368 20.166
121.940 28.350 21.245
121.956 28.344 23.282
121.957 28.325 23.124
121.956 28.306 22.807
121.955 28.288 23.307
121.952 28.269 24.283
121.949 28.251 25.177
121.944 28.233 26.616
121.938 28.215 27.269
121.931 28.198 29.156
121.926 28.181 29.962
121.917 28.167 30.135
121.927 28.152 32.395
121.918 28.136 32.529
121.907 28.120 31.866
121.896 28.105 31.020
121.884 28.090 31.293
121.871 28.074 29.017
121.856 28.060 29.168
121.842 28.048 30.514
121.827 28.036 30.544
121.812 28.026 28.224
121.797 28.016 26.958
121.794 27.997 29.006
121.787 27.976 32.195
121.780 27.956 32.539
121.763 27.950 31.311
121.745 27.944 29.735
121.728 27.940 28.923
121.720 27.923 30.863
121.712 27.906 30.032
121.706 27.890 28.407
121.699 27.873 27.722
121.690 27.857 28.371
121.681 27.842 31.533
121.672 27.826 33.696
121.676 27.810 32.812
121.660 27.795 32.574
121.648 27.780 34.647
121.642 27.765 35.775
121.635 27.750 36.595
121.627 27.734 36.970
121.618 27.719 35.780
121.610 27.702 35.687
121.603 27.685 36.082
121.595 27.668 36.617
121.579 27.662 37.000
121.579 27.644 37.048
121.576 27.626 38.312
121.570 27.606 38.873
121.552 27.598 36.723
121.543 27.577 36.161
121.524 27.567 37.082
121.506 27.559 38.000
121.512 27.543 38.420
121.494 27.534 38.878
121.476 27.527 40.120
121.479 27.509 40.909
121.475 27.490 40.535
121.468 27.469 40.000
121.466 27.451 40.000
121.465 27.432 41.078
121.459 27.412 43.500
121.456 27.393 44.004
121.436 27.388 43.416
121.416 27.384 42.606
121.413 27.366 42.111
121.409 27.348 42.265
121.388 27.345 42.693
121.368 27.343 41.789
121.359 27.326 42.604
121.351 27.308 43.292
121.345 27.291 43.847
121.335 27.274 43.747
121.315 27.275 42.933
121.309 27.258 44.418
121.303 27.242 44.111
121.308 27.222 44.961
121.302 27.203 44.959
121.296 27.185 45.715
121.275 27.176 45.201
121.271 27.156 46.850
121.252 27.144 45.530
121.252 27.124 46.683
121.252 27.104 47.891
121.234 27.095 44.410
121.234 27.075 45.718
121.234 27.054 50.110
121.233 27.034 54.963
121.230 27.013 55.639
121.212 27.010 55.458
121.209 26.989 55.280
121.205 26.969 54.756
121.200 26.949 54.725
121.194 26.928 58.051
121.188 26.908 58.860
121.181 26.888 56.603
121.162 26.889 55.601
121.153 26.870 54.123
121.134 26.870 54.918
121.116 26.873 55.795
121.107 26.855 53.819
121.097 26.837 55.369
121.086 26.820 58.176
121.075 26.803 58.873
121.063 26.786 59.188
121.050 26.770 58.571
121.037 26.755 59.401
121.041 26.734 61.002
121.047 26.715 59.722
121.050 26.694 58.349
121.034 26.680 59.842
121.018 26.667 64.139
121.017 26.650 69.224
121.000 26.638 70.345
121.002 26.621 70.041
121.004 26.601 67.371
121.008 26.581 64.863
120.990 26.569 64.286
120.992 26.549 64.172
120.975 26.537 62.286
120.976 26.515 64.905
120.979 26.495 68.721
120.986 26.476 70.138
120.990 26.456 69.183
120.973 26.444 70.822
120.968 26.419 70.000
120.968 26.395 70.147
120.964 26.368 70.774
120.961 26.342 71.880
120.957 26.315 73.032
120.939 26.302 70.320
120.936 26.275 73.264
120.933 26.249 74.748
120.930 26.222 77.288
120.926 26.194 75.828
120.924 26.168 75.173
120.905 26.155 75.487
120.904 26.130 74.976
120.905 26.105 77.531
120.907 26.083 76.572
120.903 26.056 77.415
120.883 26.045 77.756
120.875 26.017 77.139
120.869 25.990 86.683
120.869 25.967 84.437
120.865 25.941 75.656
120.859 25.915 76.691
120.856 25.890 76.118
120.851 25.864 78.408
120.847 25.838 78.398
120.841 25.810 73.907
120.839 25.785 73.581
120.842 25.763 77.577
120.844 25.739 83.621
120.842 25.713 85.487
120.832 25.684 81.873
120.830 25.656 80.010
120.828 25.629 78.000
120.832 25.605 76.143
120.834 25.581 74.947
120.835 25.555 72.897
120.833 25.527 75.917
120.825 25.496 74.947
120.824 25.467 80.034
120.821 25.436 81.300
120.818 25.405 76.410
120.798 25.388 82.473
120.800 25.360 83.154
120.808 25.336 89.456
120.789 25.318 83.532
120.801 25.298 86.470
120.814 25.279 91.330
120.827 25.259 92.560
120.839 25.239 87.010
120.851 25.218 86.164
120.862 25.196 80.717
120.873 25.174 86.959
120.885 25.152 81.370
120.896 25.129 77.587
120.907 25.107 78.574
120.919 25.085 78.345
120.935 25.067 84.292
120.951 25.051 82.148
120.967 25.034 65.673
120.981 25.015 33.510
121.007 25.011 14.398
121.019 24.991 4.897
120.374 24.038 2.981
120.365 24.062 1.283
120.354 24.083 7.047
120.340 24.100 14.692
120.326 24.118 19.039
120.314 24.139 45.287
120.302 24.163 44.763
120.283 24.178 46.760
120.265 24.189 47.998
120.253 24.206 48.278
120.238 24.223 43.857
120.224 24.242 41.411
120.211 24.262 41.642
120.199 24.283 43.215
120.187 24.305 45.044
120.176 24.328 48.671
120.165 24.351 52.174
120.140 24.357 54.372
120.116 24.362 50.707
120.105 24.385 53.153
120.078 24.386 46.366
120.053 24.390 44.919
120.028 24.394 50.865
120.006 24.401 51.890
119.982 24.406 50.252
119.957 24.409 53.058
119.932 24.412 61.317
119.908 24.414 66.411
119.887 24.422 69.164
119.867 24.430 71.968
119.845 24.434 71.004
119.831 24.415 65.472
119.811 24.422 60.003
119.792 24.431 56.364
119.779 24.412 52.410
119.757 24.416 45.951
119.733 24.416 40.391
119.721 24.396 43.626
119.697 24.396 48.164
119.673 24.395 49.805
119.650 24.395 51.721
119.628 24.396 53.681
119.608 24.400 55.753
119.587 24.404 53.211
119.564 24.400 43.506
119.538 24.394 37.216
119.513 24.390 44.309
119.492 24.390 53.115
119.472 24.392 60.630
119.449 24.390 62.722
119.428 24.390 74.871
119.410 24.396 78.375
119.391 24.399 76.855
119.373 24.404 69.887
119.362 24.388 70.794
119.345 24.394 64.356
119.328 24.398 66.689
119.316 24.383 64.959
119.297 24.385 63.892
119.279 24.388 63.013
119.266 24.375 64.127
119.255 24.360 63.368
119.239 24.363 61.095
119.229 24.358 60.760
119.226 24.347 61.769
119.210 24.339 62.743
119.200 24.324 63.622
119.182 24.317 63.238
119.175 24.299 63.153
119.157 24.298 63.091
119.142 24.302 61.910
119.125 24.302 59.098
119.114 24.315 59.325
119.097 24.315 59.264
119.080 24.316 60.000
119.066 24.320 59.782
119.052 24.324 59.349
119.043 24.309 58.362
119.034 24.294 60.008
119.019 24.297 62.472
119.001 24.297 62.768
118.991 24.283 59.874
118.981 24.270 54.783
118.970 24.257 51.691
118.958 24.244 51.806
118.946 24.232 51.508
118.928 24.236 48.932
118.915 24.224 48.465
118.902 24.214 50.242
118.888 24.204 52.028
118.874 24.194 51.368
118.860 24.186 51.078
118.846 24.177 48.966
118.831 24.170 50.023
118.816 24.163 53.592
118.800 24.156 53.426
118.785 24.151 51.190
118.769 24.145 49.968
118.754 24.139 50.522
118.740 24.132 51.845
118.727 24.122 51.354
118.715 24.112 50.165
118.702 24.102 53.248
118.689 24.092 59.805
118.676 24.083 57.516
118.662 24.074 51.120
118.648 24.066 45.451
118.633 24.059 43.409
118.619 24.053 42.435
118.604 24.047 41.860
118.602 24.032 44.119
118.587 24.027 41.577
118.571 24.023 38.555
118.556 24.020 36.455
118.540 24.017 36.898
118.525 24.015 36.249
118.509 24.014 37.651
118.494 24.013 35.990
118.491 23.999 35.402
118.475 23.998 35.959
118.460 23.998 35.390
118.454 23.984 37.066
118.439 23.982 38.952
118.424 23.979 40.440
118.413 23.968 43.505
118.419 23.956 43.534
118.407 23.945 45.917
118.396 23.935 47.772
118.384 23.926 48.293
118.371 23.917 47.485
118.358 23.908 46.484
118.345 23.900 46.254
118.332 23.893 46.724
118.318 23.886 47.884
118.304 23.880 47.330
118.290 23.875 46.132
118.276 23.870 46.717
118.261 23.866 46.739
118.247 23.862 45.191
118.233 23.860 45.406
118.220 23.856 43.489
118.207 23.856 42.645
118.193 23.855 41.516
118.179 23.854 36.831
118.165 23.853 34.846
118.150 23.853 32.467
118.136 23.851 27.857
118.122 23.851 24.749
118.109 23.850 24.989
118.096 23.849 25.104
118.093 23.838 25.159
118.089 23.827 32.014
118.076 23.824 27.185
118.063 23.820 26.720
118.052 23.812 28.588
118.040 23.807 32.549
118.030 23.800 34.432
118.021 23.794 35.815
118.018 23.783 36.638
118.006 23.782 36.382
118.001 23.771 38.043
117.995 23.759 40.279
117.989 23.749 41.940
117.982 23.738 42.352
117.969 23.738 41.488
117.955 23.736 39.599
117.947 23.727 38.163
117.932 23.726 36.327
117.919 23.721 33.103
117.907 23.715 32.053
117.897 23.717 31.591
117.887 23.708 34.924
117.877 23.705 37.063
117.867 23.703 37.677
117.857 23.698 36.922
117.855 23.686 33.308
117.844 23.682 28.982
117.834 23.681 24.742
117.832 23.670 21.801
117.828 23.659 21.385
117.824 23.648 22.000
117.820 23.637 22.994
117.809 23.637 24.643
117.797 23.634 27.463
117.785 23.632 32.136
117.773 23.631 36.538
117.767 23.622 36.875
117.760 23.612 36.607
117.753 23.603 36.666
117.739 23.603 34.476
117.731 23.595 33.541
117.723 23.586 32.123
117.713 23.580 28.183
117.704 23.573 28.066
117.694 23.567 28.856
117.688 23.575 26.720
117.678 23.570 23.117
117.669 23.567 19.154
117.660 23.560 15.276
117.648 23.559 20.701
117.635 23.555 28.577
117.630 23.545 33.653
117.625 23.535 34.219
117.611 23.531 32.258
117.598 23.528 28.979
117.588 23.528 25.122
117.577 23.529 21.415
117.567 23.528 20.438
117.563 23.518 22.581
117.559 23.508 24.199
117.548 23.506 25.889
117.543 23.497 29.711
117.537 23.487 32.973
117.530 23.478 34.092
117.519 23.478 35.854
117.511 23.470 34.366
117.503 23.462 35.055
117.494 23.455 36.501
117.485 23.449 38.548
117.475 23.443 39.633
117.464 23.436 38.488
117.452 23.432 34.419
117.440 23.428 30.454
117.429 23.425 27.632
117.418 23.423 25.242
117.406 23.421 24.495
117.395 23.420 24.899
117.383 23.419 26.855
117.372 23.418 29.072
117.365 23.428 29.523
117.354 23.426 30.655
117.343 23.425 30.438
117.332 23.424 28.484
117.321 23.424 26.233
117.309 23.424 20.526
117.304 23.415 26.998
117.295 23.409 27.529
117.294 23.401 28.229
117.284 23.405 27.043
117.274 23.399 25.275
117.265 23.404 24.284
117.255 23.397 24.019
117.246 23.402 25.406
117.237 23.397 25.834
117.228 23.399 25.274
117.217 23.393 24.641
117.216 23.384 25.502
117.207 23.385 24.052
117.202 23.374 20.781
117.199 23.365 19.125
117.193 23.357 19.476
117.187 23.349 20.622
117.179 23.341 20.931
117.171 23.334 20.950
117.162 23.328 23.049
117.152 23.323 22.545
117.142 23.318 21.608
117.131 23.316 22.068
117.120 23.314 12.175
117.109 23.313 12.464
117.098 23.312 11.649
117.087 23.311 11.902
117.076 23.310 19.219
117.064 23.309 17.486
117.053 23.307 16.011
117.041 23.307 15.146
117.030 23.307 15.260
117.018 23.308 16.126
117.007 23.310 16.075
116.995 23.311 16.113
116.983 23.313 16.249
116.972 23.314 16.000
116.960 23.316 16.000
116.948 23.319 16.000
116.939 23.311 16.000
116.927 23.315 15.192
116.917 23.319 13.923
116.905 23.318 13.230
116.905 23.305 14.621
116.897 23.296 14.819
116.886 23.301 13.139
116.874 23.305 12.151
116.862 23.308 11.125
116.853 23.298 10.918
116.842 23.303 9.333
116.830 23.307 8.181
116.819 23.299 8.036
116.806 23.303 6.031
116.790 23.304 4.284
116.777 23.307 6.221
116.765 23.303 4.193
116.752 23.301 42.160
116.739 23.300 49.595
116.728 23.293 53.288
116.716 23.289 23.420
116.702 23.289 7.572
116.690 23.294 4.502
116.683 23.286 1.666
116.568 23.239 1.189
116.554 23.241 1.096
116.540 23.241 19.830
116.536 23.230 8.088
116.544 23.225 1.764
116.537 23.217 0.955
116.536 23.206 0.661
121.769 29.234 6.025
121.763 29.221 1.064
121.754 29.210 11.914
121.752 29.192 6.036
121.740 29.184 1.296
121.737 29.168 0.726
121.733 29.153 1.329
121.809 29.269 5.053
121.793 29.270 4.493
121.777 29.263 2.199
121.774 29.249 1.509
121.821 29.269 4.237
121.728 29.138 7.763
121.726 29.124 5.212
121.721 29.110 4.473
121.716 29.096 5.629
121.708 29.086 9.560
121.708 29.073 6.275
121.718 29.065 3.668
121.724 29.054 3.968
121.738 29.054 7.559
121.744 29.040 8.013
121.735 29.028 8.329
121.738 29.014 8.266
121.740 28.999 5.233
121.747 28.986 4.862
121.753 28.975 9.977
121.756 28.962 6.418
121.758 28.948 3.476
121.759 28.933 2.142
121.754 28.918 10.752
121.748 28.906 8.900
121.754 28.893 5.402
121.763 28.884 6.628
121.753 28.876 1.000
121.757 28.861 1.000
121.751 28.848 1.387
121.762 28.833 0.933
121.763 28.817 1.012
121.763 28.804 1.000
121.773 28.796 1.229
121.771 28.781 1.000
121.782 28.775 2.516
121.794 28.769 5.575
121.790 28.754 5.094
121.785 28.740 5.532
121.795 28.730 8.580
121.804 28.717 9.226
121.813 28.703 7.613
121.822 28.690 7.517
121.830 28.675 6.729
121.837 28.659 3.135
121.844 28.644 5.113
121.853 28.632 8.429
121.845 28.618 7.380
121.836 28.605 6.308
121.826 28.593 7.252
121.832 28.580 10.860
121.836 28.564 11.861
121.841 28.550 11.451
121.850 28.537 10.561
121.862 28.523 8.488
121.855 28.510 5.690
121.864 28.496 3.974
121.874 28.483 15.714
121.884 28.469 9.104
121.892 28.455 5.117
121.900 28.439 22.751
121.907 28.423 18.113
121.912 28.407 22.508
121.917 28.390 25.181
121.921 28.373 20.202
121.924 28.356 20.179
121.925 28.338 20.251
121.941 28.332 21.413
121.941 28.314 21.209
121.940 28.296 21.132
121.938 28.277 22.109
121.934 28.259 22.807
121.930 28.241 23.640
121.925 28.224 25.759
121.918 28.206 27.308
121.911 28.187 26.800
121.901 28.170 27.182
121.908 28.151 30.215
121.898 28.135 30.022
121.888 28.120 29.368
121.876 28.105 28.765
121.865 28.091 29.247
121.852 28.078 28.725
121.839 28.066 28.719
121.825 28.054 28.750
121.811 28.043 27.218
121.796 28.033 25.487
121.780 28.024 26.444
121.781 28.007 27.604
121.777 27.989 29.857
121.770 27.969 29.812
121.753 27.963 27.822
121.736 27.957 26.077
121.719 27.953 25.893
121.711 27.936 28.481
121.703 27.920 29.085
121.694 27.904 28.263
121.688 27.888 27.318
121.681 27.872 27.050
121.672 27.857 28.148
121.662 27.842 31.068
121.653 27.827 31.000
121.658 27.811 31.205
121.641 27.797 32.346
121.630 27.783 33.735
121.623 27.768 33.876
